scorer,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.30,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.31,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.32,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.33,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.34,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.35,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.36,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.37,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.38,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.39,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.40,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.41,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.42,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.43,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.44,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.45,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.46,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.47,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.48,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.49,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.50,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.51,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.52,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.53,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.54,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.55,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.56,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.57,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.58,DLC_dlcrnetms5_First ExperimentJun28shuffle1_200000.59
bodyparts,center,center,center,nose,nose,nose,leftear,leftear,leftear,rightear,rightear,rightear,leftarm,leftarm,leftarm,rightarm,rightarm,rightarm,leftleg,leftleg,leftleg,rightleg,rightleg,rightleg,tail base,tail base,tail base,tailtip,tailtip,tailtip
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
79,806.048,395.715,0.996999979019165,704.826,418.624,1.0,742.114,429.747,1.0,735.756,379.912,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
80,806.124,389.527,0.9990000128746033,704.488,418.68,1.0,742.077,429.815,1.0,734.689,381.726,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
81,807.14,389.148,1.0,703.08,407.783,1.0,727.182,431.499,1.0,729.654,378.028,1.0,,,0.0,,,0.0,771.045,445.638,0.4480000138282776,,,0.0,,,0.0,,,0.0
82,811.496,388.698,0.6990000009536743,703.439,406.602,1.0,728.895,429.676,1.0,731.389,376.567,1.0,,,0.0,,,0.0,764.04,447.259,0.5559999942779541,,,0.0,,,0.0,,,0.0
83,811.399,388.454,0.7720000147819519,703.127,406.346,1.0,729.166,428.99,1.0,730.395,377.41,1.0,,,0.0,,,0.0,764.25,447.638,0.8820000290870667,,,0.0,,,0.0,,,0.0
84,788.252,402.242,0.8560000061988831,686.489,406.456,1.0,727.561,430.341,1.0,721.929,376.946,1.0,,,0.0,,,0.0,764.663,452.005,0.2980000078678131,,,0.0,,,0.0,,,0.0
85,755.912,409.768,0.8870000243186951,671.301,408.997,1.0,713.768,432.432,1.0,704.965,381.859,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
86,755.677,409.785,0.8820000290870667,670.243,408.728,1.0,713.353,432.607,1.0,704.982,381.776,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
87,748.627,406.176,0.996999979019165,651.154,409.694,1.0,700.584,432.844,1.0,693.285,380.044,1.0,748.126,436.364,0.33500000834465027,834.247,461.108,0.9980000257492065,,,0.0,768.986,453.176,1.0,893.796,382.605,0.953000009059906,,,0.0
88,740.038,406.308,0.984000027179718,639.569,396.424,1.0,692.943,432.665,1.0,684.106,377.342,1.0,,,0.0,,,0.0,,,0.0,,,0.0,888.992,399.069,1.0,,,0.0
89,740.109,405.989,0.9679999947547913,639.517,396.575,1.0,692.648,433.172,1.0,683.989,377.575,1.0,,,0.0,,,0.0,,,0.0,,,0.0,889.038,399.033,1.0,,,0.0
90,756.012,394.852,0.6389999985694885,625.568,380.569,1.0,677.892,432.843,1.0,686.642,380.117,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
91,756.417,395.371,0.9290000200271606,625.105,380.563,1.0,677.854,432.888,1.0,686.89,379.972,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
92,764.809,390.676,0.996999979019165,625.17,380.802,1.0,678.635,431.928,1.0,689.403,376.337,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
93,771.973,395.562,0.9319999814033508,626.088,380.712,1.0,681.903,434.06,1.0,687.055,378.529,1.0,,,0.0,,,0.0,794.139,470.14,0.9110000133514404,,,0.0,,,0.0,,,0.0
94,739.295,404.098,0.9670000076293945,625.321,387.695,1.0,679.347,435.095,1.0,680.059,370.315,1.0,,,0.0,,,0.0,796.879,462.76,0.9810000061988831,,,0.0,,,0.0,,,0.0
95,739.462,404.369,0.9570000171661377,625.408,387.605,1.0,679.223,435.065,1.0,680.276,372.469,1.0,,,0.0,,,0.0,797.062,462.958,0.9779999852180481,,,0.0,,,0.0,,,0.0
96,738.174,394.818,0.9990000128746033,622.05,418.165,1.0,673.662,438.781,1.0,667.563,382.979,1.0,,,0.0,,,0.0,779.826,474.142,0.4790000021457672,,,0.0,871.641,418.635,1.0,,,0.0
97,748.385,405.947,1.0,609.85,438.038,1.0,664.561,447.228,1.0,654.098,394.499,1.0,,,0.0,795.612,470.78,0.9860000014305115,780.195,470.13,0.8370000123977661,,,0.0,,,0.0,,,0.0
98,748.131,405.708,0.9990000128746033,609.831,438.138,1.0,664.332,447.136,1.0,654.034,394.409,1.0,,,0.0,795.957,470.053,0.9350000023841858,779.488,473.895,0.824999988079071,,,0.0,,,0.0,,,0.0
99,,,0.0,590.126,442.047,1.0,645.381,449.69,0.9980000257492065,635.297,402.672,0.9589999914169312,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
100,687.01,412.111,0.9940000176429749,547.751,458.47,1.0,598.471,460.226,0.9509999752044678,587.671,419.04,0.921999990940094,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
101,687.286,412.546,0.9929999709129333,548.194,458.736,1.0,598.321,460.288,0.9520000219345093,595.809,419.067,0.9020000100135803,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
102,659.303,410.61,0.9990000128746033,511.739,471.174,1.0,565.639,476.679,1.0,557.542,429.871,0.996999979019165,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
103,658.958,410.742,0.9990000128746033,512.093,471.334,1.0,565.884,476.849,1.0,557.549,430.005,0.9980000257492065,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
104,611.321,427.614,0.9980000257492065,482.536,482.836,1.0,538.452,485.549,1.0,525.51,435.643,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
105,574.293,442.854,0.9919999837875366,455.904,482.158,1.0,517.562,493.551,1.0,502.904,441.123,1.0,556.367,499.197,0.9710000157356262,,,0.0,660.117,488.164,0.19599999487400055,,,0.0,,,0.0,,,0.0
106,558.534,441.634,0.996999979019165,441.881,488.406,1.0,501.849,494.772,1.0,485.471,445.084,1.0,540.371,500.074,0.9760000109672546,,,0.0,,,0.0,598.357,386.499,0.9990000128746033,686.097,419.946,1.0,,,0.0
107,558.292,441.399,0.996999979019165,441.833,488.133,1.0,501.955,495.115,1.0,485.749,445.576,1.0,540.515,500.236,0.9869999885559082,,,0.0,,,0.0,597.953,386.763,0.9980000257492065,685.868,419.881,1.0,,,0.0
108,582.2,437.694,1.0,432.588,486.463,1.0,502.495,495.816,1.0,482.014,444.477,1.0,,,0.0,,,0.0,,,0.0,596.675,380.994,0.996999979019165,681.718,418.582,1.0,,,0.0
109,582.614,434.838,0.9990000128746033,423.282,484.005,1.0,498.656,495.342,1.0,480.283,446.969,1.0,539.705,507.658,0.8920000195503235,,,0.0,521.609,507.121,0.8019999861717224,,,0.0,681.758,418.201,1.0,,,0.0
110,582.187,435.105,0.9990000128746033,422.191,483.702,1.0,498.431,495.362,1.0,480.16,446.56,1.0,539.723,507.774,0.9240000247955322,,,0.0,521.943,507.395,0.7889999747276306,,,0.0,681.635,418.257,1.0,,,0.0
111,525.797,451.766,0.9350000023841858,418.275,471.848,1.0,489.121,491.773,1.0,471.992,444.623,1.0,,,0.0,,,0.0,523.132,508.976,0.9869999885559082,,,0.0,672.005,418.851,1.0,,,0.0
112,563.069,435.911,0.9900000095367432,409.859,472.514,1.0,488.639,494.211,1.0,468.589,434.293,1.0,,,0.0,620.614,491.336,1.0,,,0.0,538.902,500.437,0.9990000128746033,665.438,420.47,1.0,,,0.0
113,559.223,429.83,0.925000011920929,409.968,472.475,1.0,488.847,494.625,1.0,468.457,434.223,1.0,,,0.0,,,0.0,,,0.0,,,0.0,665.386,420.487,1.0,,,0.0
114,557.778,442.793,0.9810000061988831,415.531,472.53,1.0,489.246,494.662,1.0,473.237,434.502,1.0,,,0.0,,,0.0,,,0.0,,,0.0,665.174,420.508,1.0,,,0.0
115,547.072,442.782,0.9700000286102295,415.597,472.419,1.0,489.438,494.819,1.0,473.431,434.385,1.0,,,0.0,,,0.0,,,0.0,,,0.0,665.072,420.589,1.0,,,0.0
116,563.761,437.689,1.0,417.012,474.769,1.0,490.129,496.273,1.0,472.52,433.495,1.0,,,0.0,620.811,490.543,1.0,,,0.0,546.353,500.973,0.9810000061988831,667.505,419.232,1.0,,,0.0
117,558.865,439.023,1.0,447.962,496.659,1.0,499.461,481.854,1.0,471.818,436.927,1.0,,,0.0,,,0.0,,,0.0,,,0.0,663.913,420.176,1.0,,,0.0
118,558.422,434.959,1.0,462.531,521.67,1.0,512.891,495.878,1.0,475.008,457.401,1.0,,,0.0,,,0.0,,,0.0,,,0.0,660.839,423.056,1.0,,,0.0
119,558.499,435.067,1.0,462.298,521.438,1.0,515.184,497.926,1.0,468.853,456.515,1.0,,,0.0,,,0.0,,,0.0,,,0.0,661.045,423.204,1.0,,,0.0
120,547.616,443.065,1.0,477.281,550.591,1.0,,,0.0,475.326,483.547,1.0,,,0.0,,,0.0,,,0.0,,,0.0,655.193,429.504,1.0,,,0.0
121,545.243,459.043,1.0,495.699,582.327,1.0,527.385,532.414,1.0,481.898,516.534,1.0,,,0.0,,,0.0,,,0.0,649.402,424.193,0.9670000076293945,636.975,431.509,0.5270000100135803,,,0.0
122,544.87,459.205,1.0,496.461,582.34,1.0,527.677,532.29,1.0,475.836,514.934,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
123,539.034,485.279,1.0,513.022,620.988,1.0,533.452,557.326,1.0,525.816,554.397,0.9879999756813049,610.245,513.924,0.9549999833106995,,,0.0,,,0.0,632.132,426.932,0.8550000190734863,,,0.0,,,0.0
124,522.263,503.212,1.0,523.558,653.183,1.0,533.416,579.146,0.996999979019165,484.199,578.955,1.0,563.336,571.87,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
125,521.997,502.867,1.0,523.693,653.122,1.0,533.132,579.024,0.9990000128746033,484.433,578.724,1.0,563.469,571.826,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
126,514.231,521.903,0.9070000052452087,527.287,670.225,1.0,540.566,602.304,1.0,486.066,600.451,1.0,562.979,571.874,1.0,,,0.0,,,0.0,,,0.0,567.556,452.209,0.7559999823570251,,,0.0
127,514.313,521.935,0.9409999847412109,527.323,670.384,1.0,540.743,603.01,1.0,486.398,600.496,1.0,562.799,571.927,1.0,,,0.0,,,0.0,,,0.0,567.626,452.247,0.6679999828338623,,,0.0
128,498.804,552.365,0.9900000095367432,543.251,694.703,1.0,549.345,616.305,1.0,500.571,635.732,0.6100000143051147,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
129,495.233,571.062,0.996999979019165,558.454,707.078,1.0,554.226,635.032,1.0,506.751,658.854,0.7540000081062317,571.724,548.815,0.8560000061988831,567.231,540.101,0.1509999930858612,,,0.0,565.127,527.209,0.14100000262260437,,,0.0,,,0.0
130,508.396,597.79,0.9750000238418579,594.415,712.555,1.0,564.485,643.178,1.0,522.725,674.508,1.0,571.882,587.23,0.5009999871253967,,,0.0,569.505,569.349,0.9980000257492065,,,0.0,,,0.0,,,0.0
131,508.693,597.475,0.9769999980926514,594.015,712.617,1.0,564.514,643.477,1.0,522.774,674.616,1.0,571.891,587.232,0.5730000138282776,,,0.0,569.528,569.414,0.996999979019165,,,0.0,,,0.0,,,0.0
132,524.204,618.082,0.9990000128746033,622.184,716.763,1.0,582.669,656.871,1.0,545.697,687.803,1.0,588.176,603.527,0.4020000100135803,,,0.0,575.951,566.432,1.0,,,0.0,,,0.0,,,0.0
133,524.227,620.328,0.9789999723434448,644.174,723.956,1.0,599.595,661.737,1.0,564.916,695.016,1.0,,,0.0,,,0.0,572.244,571.995,1.0,,,0.0,500.141,509.928,0.9940000176429749,,,0.0
134,524.742,620.422,0.9940000176429749,644.538,723.695,1.0,599.664,662.008,1.0,564.881,694.557,1.0,,,0.0,,,0.0,572.052,571.882,1.0,,,0.0,501.858,513.798,0.9940000176429749,,,0.0
135,544.426,632.577,1.0,665.981,727.287,1.0,615.714,665.482,1.0,585.923,702.061,1.0,603.991,628.44,0.19200000166893005,,,0.0,571.66,568.476,1.0,481.359,645.639,1.0,502.777,531.428,0.4620000123977661,,,0.0
136,554.269,646.108,1.0,693.653,720.517,1.0,637.291,667.338,1.0,605.497,707.673,1.0,,,0.0,555.771,715.064,0.578000009059906,578.801,567.737,0.546999990940094,492.079,661.655,1.0,499.214,546.33,1.0,,,0.0
137,553.869,645.01,1.0,693.351,720.493,1.0,637.168,667.712,1.0,605.509,707.928,1.0,,,0.0,555.709,715.151,0.3779999911785126,578.178,567.602,0.9089999794960022,492.328,662.159,1.0,498.655,546.236,1.0,,,0.0
138,562.436,661.97,1.0,714.037,711.954,1.0,653.036,664.26,1.0,632.985,717.135,1.0,,,0.0,,,0.0,,,0.0,502.36,675.074,1.0,498.13,564.543,1.0,,,0.0
139,558.127,661.005,1.0,714.578,714.025,1.0,653.017,664.183,1.0,632.725,717.68,1.0,,,0.0,,,0.0,,,0.0,502.295,675.035,1.0,497.874,564.619,1.0,,,0.0
140,578.732,668.676,0.9990000128746033,739.466,711.789,1.0,671.434,669.198,1.0,659.999,718.526,1.0,,,0.0,,,0.0,,,0.0,,,0.0,500.751,576.454,1.0,,,0.0
141,620.135,680.927,0.9240000247955322,759.593,707.333,1.0,692.081,668.687,1.0,679.081,725.169,1.0,,,0.0,,,0.0,609.728,611.098,1.0,,,0.0,507.043,581.983,1.0,,,0.0
142,595.49,670.123,0.9990000128746033,774.545,697.08,1.0,701.674,664.117,1.0,692.389,719.605,1.0,,,0.0,,,0.0,613.846,600.771,0.9980000257492065,540.769,692.216,0.9959999918937683,510.432,585.108,1.0,,,0.0
143,596.153,675.609,1.0,774.578,697.161,1.0,703.79,661.432,1.0,692.764,719.939,1.0,,,0.0,,,0.0,614.23,600.841,0.9990000128746033,540.651,692.163,0.9959999918937683,510.507,585.171,1.0,,,0.0
144,610.037,676.606,1.0,786.005,681.727,1.0,709.015,654.212,1.0,705.421,718.066,1.0,,,0.0,,,0.0,617.225,601.254,1.0,547.261,698.999,1.0,511.879,590.299,1.0,,,0.0
145,619.14,674.16,0.9990000128746033,785.24,679.475,1.0,707.465,653.017,1.0,705.372,706.177,1.0,,,0.0,,,0.0,,,0.0,546.404,694.575,1.0,510.998,589.178,1.0,,,0.0
146,619.382,674.011,0.9990000128746033,785.238,679.555,1.0,706.496,652.77,1.0,705.292,706.219,1.0,,,0.0,659.906,730.534,1.0,,,0.0,545.033,694.001,1.0,511.061,589.28,1.0,,,0.0
147,610.32,681.16,0.8669999837875366,780.156,679.542,1.0,703.069,650.288,1.0,698.878,706.24,1.0,,,0.0,,,0.0,614.851,601.564,0.9990000128746033,547.848,692.512,1.0,511.163,582.82,1.0,,,0.0
148,619.765,676.17,0.8420000076293945,782.914,678.775,1.0,702.962,650.552,1.0,701.142,707.886,1.0,,,0.0,,,0.0,615.208,601.227,1.0,549.638,694.214,1.0,512.983,583.53,1.0,,,0.0
149,627.989,666.116,0.9620000123977661,782.832,678.795,1.0,703.758,651.017,1.0,700.704,707.364,1.0,,,0.0,,,0.0,615.286,600.572,1.0,550.258,693.819,1.0,513.117,585.075,1.0,,,0.0
150,611.513,681.161,0.9070000052452087,771.391,688.765,1.0,704.682,647.239,1.0,697.632,706.469,1.0,,,0.0,,,0.0,617.321,601.422,0.996999979019165,,,0.0,514.161,582.7,1.0,,,0.0
151,611.508,681.124,0.9120000004768372,771.46,688.961,1.0,705.452,647.369,1.0,698.027,706.239,1.0,,,0.0,,,0.0,617.291,601.19,0.9980000257492065,,,0.0,514.315,582.538,1.0,,,0.0
152,609.974,666.28,0.996999979019165,758.426,719.029,1.0,700.519,658.008,1.0,681.787,721.771,1.0,,,0.0,,,0.0,617.175,601.044,0.9980000257492065,549.139,684.175,0.9990000128746033,515.485,582.399,1.0,,,0.0
153,598.158,660.46,1.0,743.235,745.652,1.0,700.357,669.007,1.0,660.116,726.404,1.0,,,0.0,,,0.0,615.765,600.356,1.0,,,0.0,519.673,582.38,1.0,,,0.0
154,604.059,666.665,1.0,723.663,764.899,1.0,691.929,683.132,1.0,648.544,739.831,1.0,,,0.0,,,0.0,614.869,600.99,1.0,,,0.0,518.536,582.335,1.0,,,0.0
155,604.458,666.754,1.0,723.671,765.412,1.0,691.856,683.197,1.0,648.594,739.922,1.0,,,0.0,,,0.0,614.605,600.854,1.0,,,0.0,518.199,582.411,1.0,,,0.0
156,612.001,670.889,1.0,720.162,792.59,1.0,682.897,707.18,0.9980000257492065,641.645,748.967,1.0,676.225,676.27,0.6909999847412109,,,0.0,619.028,603.757,0.9990000128746033,,,0.0,526.16,588.157,1.0,,,0.0
157,621.256,686.752,0.9980000257492065,730.814,823.065,1.0,710.162,746.115,0.3400000035762787,660.745,779.898,0.9419999718666077,691.376,699.185,0.7850000262260437,,,0.0,,,0.0,552.833,700.043,0.9990000128746033,540.256,612.885,1.0,,,0.0
158,620.863,685.362,0.9980000257492065,730.827,823.045,1.0,710.077,746.534,0.1899999976158142,660.508,779.89,0.953000009059906,708.621,740.407,0.9309999942779541,,,0.0,,,0.0,553.128,700.077,0.9990000128746033,540.031,612.596,1.0,,,0.0
159,635.565,707.078,0.3190000057220459,749.304,811.559,0.9919999837875366,726.588,779.634,1.0,681.292,817.508,1.0,,,0.0,637.526,790.487,1.0,,,0.0,576.67,745.809,1.0,554.3,644.442,1.0,,,0.0
160,635.731,746.84,1.0,749.437,820.557,0.9929999709129333,727.999,789.135,1.0,685.618,834.141,1.0,716.062,746.953,0.9589999914169312,,,0.0,,,0.0,577.353,772.941,1.0,555.556,661.665,1.0,,,0.0
161,635.918,746.907,1.0,749.426,820.644,0.9909999966621399,728.415,789.3,1.0,686.113,833.932,1.0,716.049,746.912,0.9629999995231628,,,0.0,,,0.0,577.304,772.946,1.0,555.466,661.436,1.0,,,0.0
162,634.437,793.537,0.9390000104904175,754.616,822.127,0.6269999742507935,731.321,795.992,1.0,698.325,832.423,1.0,,,0.0,,,0.0,662.404,697.896,1.0,586.556,780.308,1.0,559.362,670.689,1.0,,,0.0
163,634.36,793.642,0.9599999785423279,754.725,822.181,0.7379999756813049,731.729,795.887,1.0,698.391,832.522,1.0,,,0.0,,,0.0,662.404,697.901,1.0,586.495,780.269,1.0,559.228,670.692,1.0,,,0.0
164,647.115,779.172,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,673.492,721.508,1.0,,,0.0,570.199,680.205,1.0,,,0.0
165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,717.317,796.571,0.847000002861023,853.597,786.809,1.0,789.372,797.937,1.0,803.612,802.96,0.9929999709129333,,,0.0,,,0.0,,,0.0,,,0.0,591.789,754.683,1.0,,,0.0
176,731.681,807.667,1.0,856.789,770.855,1.0,789.542,785.682,1.0,793.226,804.763,0.8510000109672546,,,0.0,,,0.0,,,0.0,,,0.0,589.929,755.992,1.0,,,0.0
177,731.206,809.162,0.9940000176429749,864.151,752.134,1.0,792.895,778.391,1.0,803.456,795.642,0.8320000171661377,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
178,723.791,805.19,0.4169999957084656,863.265,732.61,1.0,797.595,770.302,1.0,810.196,788.561,0.6949999928474426,,,0.0,,,0.0,,,0.0,,,0.0,595.039,767.558,1.0,,,0.0
179,723.571,805.099,0.492000013589859,863.754,732.493,1.0,796.979,770.744,1.0,810.3,788.324,0.6790000200271606,,,0.0,,,0.0,,,0.0,,,0.0,595.328,767.46,1.0,,,0.0
180,748.203,807.68,0.8510000109672546,849.106,717.908,1.0,792.999,768.555,1.0,828.222,795.137,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
181,755.231,805.955,0.9990000128746033,845.926,712.398,1.0,791.583,764.178,1.0,823.548,793.73,0.9990000128746033,,,0.0,,,0.0,,,0.0,,,0.0,589.894,768.967,1.0,,,0.0
182,755.221,805.861,0.9990000128746033,846.376,712.831,1.0,791.414,763.804,1.0,823.64,793.567,0.9990000128746033,,,0.0,,,0.0,,,0.0,,,0.0,589.825,769.127,1.0,,,0.0
183,748.565,808.028,0.9980000257492065,843.825,709.697,1.0,788.364,759.384,1.0,820.501,788.727,0.9980000257492065,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
184,740.886,805.833,1.0,841.852,714.486,1.0,776.258,761.112,1.0,815.693,794.073,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
185,741.056,805.784,1.0,841.715,714.487,1.0,776.271,761.024,1.0,815.681,793.994,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
186,741.549,805.844,1.0,835.021,710.184,1.0,770.652,761.062,1.0,814.316,795.169,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
187,741.801,806.63,1.0,835.171,710.071,1.0,770.622,760.975,1.0,814.188,795.608,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
188,739.584,806.501,1.0,837.317,702.912,1.0,770.436,754.988,1.0,817.032,787.093,1.0,,,0.0,,,0.0,,,0.0,,,0.0,584.2,765.314,1.0,,,0.0
189,740.383,807.701,0.9409999847412109,844.876,710.037,1.0,773.153,754.292,1.0,818.298,788.277,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
190,731.436,792.785,0.984000027179718,850.397,716.96,1.0,775.055,753.529,1.0,819.713,789.987,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
191,731.514,792.765,0.9900000095367432,850.421,716.744,1.0,774.846,753.458,1.0,818.74,794.661,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
192,747.396,807.578,0.9959999918937683,856.661,719.283,1.0,774.903,754.211,1.0,817.572,797.509,1.0,,,0.0,,,0.0,,,0.0,,,0.0,586.24,763.68,1.0,,,0.0
193,740.171,805.461,0.9990000128746033,867.794,763.68,1.0,791.54,751.75,1.0,809.662,799.828,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
194,740.441,805.112,1.0,868.345,764.162,1.0,791.159,751.664,1.0,809.547,799.78,1.0,,,0.0,,,0.0,,,0.0,,,0.0,588.077,762.615,1.0,,,0.0
195,,,0.0,894.715,778.243,0.9929999709129333,816.963,757.836,1.0,826.22,780.852,0.4449999928474426,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,,,0.0,814.464,804.169,1.0,775.033,762.219,1.0,748.804,813.042,0.996999979019165,,,0.0,,,0.0,,,0.0,669.705,841.97,0.9580000042915344,628.25,785.726,1.0,,,0.0
212,,,0.0,796.215,805.178,0.9399999976158142,762.1,763.695,1.0,726.132,813.476,1.0,,,0.0,,,0.0,,,0.0,,,0.0,621.981,780.552,1.0,,,0.0
213,,,0.0,,,0.0,749.56,760.633,1.0,713.555,811.097,1.0,,,0.0,,,0.0,,,0.0,,,0.0,621.174,779.026,1.0,,,0.0
214,,,0.0,,,0.0,743.88,764.405,1.0,695.292,811.814,1.0,,,0.0,,,0.0,,,0.0,,,0.0,626.805,774.891,1.0,,,0.0
215,,,0.0,,,0.0,743.81,764.263,1.0,695.615,811.72,1.0,,,0.0,,,0.0,,,0.0,,,0.0,626.799,774.739,1.0,,,0.0
216,,,0.0,,,0.0,733.059,763.401,1.0,678.623,811.373,1.0,,,0.0,,,0.0,,,0.0,,,0.0,631.137,771.811,1.0,,,0.0
217,,,0.0,,,0.0,722.948,763.781,1.0,666.786,811.957,1.0,,,0.0,,,0.0,,,0.0,,,0.0,634.031,771.508,1.0,,,0.0
218,,,0.0,,,0.0,717.109,765.113,1.0,667.416,812.541,1.0,,,0.0,,,0.0,,,0.0,,,0.0,634.145,771.436,1.0,,,0.0
219,,,0.0,,,0.0,710.299,756.843,1.0,660.043,809.786,1.0,,,0.0,,,0.0,,,0.0,,,0.0,635.522,768.01,1.0,,,0.0
220,,,0.0,661.95,810.962,0.25999999046325684,704.943,757.744,1.0,645.518,802.629,1.0,,,0.0,,,0.0,,,0.0,,,0.0,635.904,765.085,1.0,,,0.0
221,,,0.0,662.271,811.087,0.3199999928474426,,,0.0,645.252,802.713,1.0,,,0.0,,,0.0,,,0.0,,,0.0,635.327,765.303,1.0,,,0.0
